Deal_number,Deal_name
652,025 - American Securities LLC and Lindsay Goldberg LLC acquisition of certain as.docx
653,025 - Apollo Global Management Inc acquisition of subsidiary equity interests an.docx
654,025 - Cincinnati Bell Inc and OnX Holdings LLC merger.docx
655,025 - Electronic Arts Inc and PopCap Games Inc merger.docx
656,025 - Entergy Companies acquisition of certain assets of Union Power Partners LP.docx
657,025 - FCB Financial Holdings Inc and Floridian Community Holdings Inc merger.docx
658,025 - Fox Factory Holding Corp acquisition of assets of Sport Truck USA Inc.docx
659,025 - Graphic Packaging Holding Company acquisition of certain assets and subsid.docx
660,025 - Great Elm Capital Group Inc acquisition of stock of Great Elm DME Inc.docx
661,025 - GrubHub Holdings Inc acquisition of equity interests of Eat24 LLC.docx
662,025 - HomeStreet Inc and Orange County Business Bank merger.docx
663,025 - Horizon Pharma plc and Crealta Holdings LLC merger.docx
664,025 - LafrageHolcim acquisition of certain assets of Continental Materials Corpo.docx
665,025 - LinkedIn Corporation and Bizo Inc merger.docx
666,025 - Mill Point Capital LLC acquisition of stock of Pioneer Electrogroup Canada.docx
667,025 - Monotype Imaging Inc and Olapic Inc merger.docx
668,025 - National Commerce Corporation and Reunion Bank of Florida merger.docx
669,025 - Nuverra Environmental Solutions Inc acquisition of equity interests of Cle.docx
670,025 - Patriot National Bancorp Inc acquisition of subsidiary equity interests an.docx
671,025 - Ribbon Communications Inc and Edgewater Networks Inc merger.docx
672,025 - Roper Technologies Inc and Project Diamond Holdings Corporation merger.docx
673,025 - Securitas Electronic Security Inc acquisition of stock of Kratos Public Sa.docx
674,025 - Sequential Brands Group Inc acquisition of equity interests of With You LL.docx
675,025 - The Provident Bank and Team Capital Bank merger.docx
676,025 - Universal Corporation acquisition of stock of Silva International Inc.docx
677,026 - Addus HomeCare Corporation acquisition of stock of Ambercare Corporation.docx
678,026 - Ankura Consulting Group LLC acquisition of subsidiary equity interests of .docx
679,026 - Apax Partners LLP acquisition of subsidiary stock and certain assets of Ap.docx
680,026 - B Riley Financial Inc acquisition of equity interests of BR Brand Holdings.docx
681,026 - Beasley Broadcast Group Inc and Greater Media Inc merger.docx
682,026 - Black Stone Minerals Company LP acquisition of certain assets and subsidia.docx
683,026 - BNC Bancorp and South Street Financial Corp merger.docx
684,026 - CACI International Inc acquisition of equity interests of LGS Innovations .docx
685,026 - CBS Outdoor Americas Inc and CBS Outdoor LLC acquisition of equity interes.docx
686,026 - Community Bank System Inc and Northeast Retirement Services Inc merger.docx
687,026 - Corporate Resource Services Inc acquisition of stock of TS Staffing Servic.docx
688,026 - Entercom Communications Corp acquisition of stock of Lincoln Financial Med.docx
689,026 - Hartford Life and Accident Insurance Company acquisition of certain assets.docx
690,026 - LendingTree Inc acquisition of equity interests of QuoteWizardcom LLC.docx
691,026 - Littlejohn And Co LLC acquisition of stock of Kaman Industrial Technologie.docx
692,026 - LiveDeal Inc acquisition of stock of Marquis Industries Inc.docx
693,026 - MedQuist Holdings Inc and Multimodal Technologies Inc merger.docx
694,026 - MetLife Inc acquisition of equity interests of Logan Circle Partners LP an.docx
695,026 - News plus  Media Capital Group LLC acquisition of stock of Las Vegas Revie.docx
696,026 - PRA Health Sciences Inc and Symphony Health Solutions Corporation merger.docx
697,026 - Proofpoint Inc and Wombat Security Technologies Inc merger.docx
698,026 - Sanchez Production Partners LP acquisition of equity interests of Catarina.docx
699,026 - Tana Exploration Company LLC acquisition of certain assets of Midstates Pe.docx
700,026 - US Concrete Inc acquisition of stock of Ferrara Bros Building Materials Co.docx
701,026 - viagogo acquisition of subsidiary equity interests of eBay Inc.docx
702,026 - Walgreen Co acquisition of certain assets of Fred's Stores of Tennessee In.docx
703,027 - Archrock Inc acquisition of assets of Elite Compression Services LLC.docx
704,027 - Bank First National Corporation and Partnership Community Bancshares Inc m.docx
705,027 - Barracuda Networks Inc and Intronis Inc merger.docx
706,027 - Basic Energy Services Inc acquisition of equity interests of Maverick comp.docx
707,027 - Campbell Soup Company acquisition of stock of Pacific Foods of Oregon Inc.docx
708,027 - Carriage Services Inc acquisition of assets of SCI Louisiana Funeral Servi.docx
709,027 - Delek Logistics Partners LP acquisition of certain assets of Alon USA Part.docx
710,027 - Depomed Inc acquisition of certain assets of Nautilus Neurosciences Inc.docx
711,027 - DigiCert Parent Inc and DigiCert Inc acquisition of certain assets and sub.docx
712,027 - Energy Resources 12 Operating Company LLC acquisition of certain assets of.docx
713,027 - Frazier Healthcare Partners acquisition of stock of MedData Holding Co and.docx
714,027 - Generex Biotechnology Corporation acquisition of certain assets of Veneto .docx
715,027 - Gray Television Inc and Raycom Media Inc merger.docx
716,027 - IBERIABANK Corporation and Georgia Commerce Bancshares Inc merger.docx
717,027 - Information Services Group Inc and Alsbridge Holdings Inc merger.docx
718,027 - KAR Auction Services Inc dba KAR Global and BacklotCars Inc merger.docx
719,027 - Lippert Components Inc acquisition of stock of Curt Acquisition Holdings I.docx
720,027 - Matson Logistics Inc acquisition of equity interests of Span Intermediate .docx
721,027 - Premier Financial Bancorp Inc and First National Bankshares Corporation me.docx
722,027 - Select Medical Holdings Corporation acquisition of stock of US HealthWorks.docx
723,027 - SSAndC Technologies Holdings Inc acquisition of equity interests of Impala.docx
724,027 - SXC Health Solutions Corp acquisition of equity interests of HealthTran LL.docx
725,027 - TETRA Technologies Inc acquisition of stock of Compressor Systems Inc.docx
726,027 - Trimble Inc acquisition of stock of e-Builder Inc.docx
727,027 - Virtusa Corporation acquisition of stock of Apparatus Inc.docx
728,027 - WestRock Company acquisition of equity interests of Cenveo Commercial Ohio.docx
729,028 - Acrotech Biopharma LLC acquisition of certain assets of Spectrum Pharmaceu.docx
730,028 - AK Steel Corporation acquisition of equity interests of Severstal Dearborn.docx
731,028 - CenterState Banks Inc and Gateway Financial Holdings of Florida Inc merger.docx
732,028 - Clayton Dubilier And Rice LLC acquisition of subsidiary equity interests a.docx
733,028 - Coca-Cola Bottling Co Consolidated acquisition of certain distribution-rel.docx
734,028 - Compuware Corporation and dynaTrace software Inc merger.docx
735,028 - Digi International Inc acquisition of equity interests of Schechter Tech L.docx
736,028 - EG Group Limited acquisition of certain assets of TravelCenters of America.docx
737,028 - Emdeon Inc and Altegra Health Inc merger.docx
738,028 - Entellus Medical Inc and Spirox Inc merger.docx
739,028 - eOn Communications Corporation and Inventergy Inc merger.docx
740,028 - First Choice Bancorp and Pacific Commerce Bancorp merger.docx
741,028 - Fusion Telecommunications International Inc acquisition of equity interest.docx
742,028 - Genesis Energy LP acquisition of stock of Tronox Alkali Corporation.docx
743,028 - HF Foods Group Inc and BAndR Global Holdings Inc merger.docx
744,028 - Hudson Pacific Properties Inc acquisition of certain assets of Blackstone .docx
745,028 - Landauer Inc acquisition of equity interests of IZI Medical Products LLC.docx
746,028 - National Western Life Insurance Company acquisition of stock of Ozark Nati.docx
747,028 - On Assignment Inc acquisition of equity interests of ECS Federal LLC.docx
748,028 - Progress Software Corporation and Chef Software Inc merger.docx
749,028 - Q'Max Solutions Inc acquisition of equity interests of Anchor Drilling Flu.docx
750,028 - Smith And Wesson Holding Corporation acquisition of assets of Taylor Brand.docx
751,028 - Viking Energy Group Inc acquisition of certain assets and subsidiary equit.docx
752,028 - Vitaligent LLC acquisition of certain assets and subsidiary equity interes.docx
753,028 - WillScot Corporation and Modular Space Holdings Inc dba ModSpace merger.docx
754,028 - Wilton Reassurance Company acquisition of stock of Conseco Life Insurance .docx
755,029 - American Iron And Metal Company Inc acquisition of equity interests of Ver.docx
756,029 - Brooks Automation Inc acquisition of assets of Pacific Bio-Material Manage.docx
757,029 - CACI International Inc acquisition of stock of L-3 National Security Solut.docx
758,029 - Caesars Entertainment Corporation acquisition of equity interests of Centa.docx
759,029 - Caesars Growth Partners LLC acquisition of subsidiary equity interests and.docx
760,029 - CBRE Inc acquisition of subsidiary equity interests and certain assets of .docx
761,029 - Citizens Community Bancorp Inc acquisition of stock of United Bank.docx
762,029 - CryoLife Inc acquisition of equity interests of Ascyrus Medical LLC.docx
763,029 - Diamondback Energy Inc acquisition of certain assets of Rio Oil and Gas LL.docx
764,029 - Ducommun LaBarge Technologies Inc and Nobles Parent Inc merger.docx
765,029 - First Financial Bancorp and The First Bexley Bank merger.docx
766,029 - Global Payments Inc acquisition of equity interests of VEPF III AIV VI-C C.docx
767,029 - HMS Holdings Corp acquisition of equity interests of West Claims Recovery .docx
768,029 - IBERIABANK Corporation and Gibraltar Private Bank And Trust Company merger.docx
769,029 - Legacy Reserves Operating LP acquisition of certain assets of Anadarko EAn.docx
770,029 - Monotype Imaging Holdings Inc and Bitstream Inc merger.docx
771,029 - New-Indy Containerboard LLC acquisition of certain assets of Resolute Fore.docx
772,029 - Prosper Marketplace Inc and BillGuard Inc merger.docx
773,029 - R1 RCM Inc and Intermedix Holdings Inc merger.docx
774,029 - The Jordan Company LP acquisition of stock of Carlisle FoodService Product.docx
775,029 - Tutor Perini Corporation acquisition of stock of Lunda Construction Compan.docx
776,029 - US Silica Holdings Inc and New Birmingham Inc merger.docx
777,029 - Vera Bradley Inc acquisition of equity interests of Creative Genius LLC db.docx
778,029 - Viking Energy Group Inc acquisition of certain assets of Bodel Holdings LL.docx
779,029 - Zayo Group Holdings Inc and Electric Lightwave Parent Inc merger.docx
780,029 - Zix Corporation acquisition of equity interests of AR Topco LLC and AppRiv.docx
781,03 - Albany Molecular Research Inc acquisition of stock of Hyaluron Inc.docx
782,03 - Assured Guaranty Corp and CIFG Holding Inc merger.docx
783,03 - Cathay General Bancorp and Asia Bancshares Inc merger.docx
784,03 - Esterline Corporation acquisition of stock of Eclipse Electronic Systems In.docx
785,03 - Francisco Partners acquisition of stock of Source Photonics Inc and Source .docx
786,03 - Getinge AB acquisition of assets of Kinetic Concepts Inc.docx
787,03 - Hewlett Packard Enterprise Company and Silver Peak Systems Inc merger.docx
788,03 - HIG Capital LLC acquisition of subsidiary stock and certain assets from Tel.docx
789,03 - Lobsterco I LLC acquisition of stock and equity interests of Lepage Bakerie.docx
790,03 - Prosperity Bancshares Inc and American State Financial Corporation merger.docx
791,03 - salesforcecom inc and Heroku Inc merger.docx
792,03 - Westmoreland Coal Company acquisition of equity interests of Oxford Resourc.docx
793,03 - WildHorse Resource Development Corporation acquisition of certain assets of.docx
794,030 - AerCap Holdings NV acquisition of stock of International Lease Finance Cor.docx
795,030 - Air Transport Services Group Inc acquisition of equity interests of Omni A.docx
796,030 - AK Steel Holding Corporation and PPHC Holdings LLC merger.docx
797,030 - Allscripts Healthcare Solutions Inc acquisition of subsidiary equity inter.docx
798,030 - AM Castle And Co acquisition of stock of Tube Supply Inc.docx
799,030 - Blackstone acquisition of subsidiary equity interests and certain assets o.docx
800,030 - Charter Communications Inc acquisition of equity interests of Bright House.docx
801,030 - Cornerstone Bancshares Inc and SmartFinancial Inc merger.docx
802,030 - EnLink Midstream Partners LP acquisition of equity interests of TOM-STACK .docx
803,030 - Equity Bancshares Inc and Community First Bancshares Inc merger.docx
804,030 - First Financial Bancorp and Bannockburn Global Forex LLC merger.docx
805,030 - FM Systems Group LLC and FMS Bidco UK Limited acquisition of certain asset.docx
806,030 - Hubbard Radio LLC acquisition of certain assets of Emmis Communications Co.docx
807,030 - Legacy Reserves Operating LP acquisition of equity interests of Dew Gather.docx
808,030 - Liberty Utilities Co acquisition of stock of New York American Water Compa.docx
809,030 - Link Media Omaha LLC acquisition of assets of Waitt Outdoor LLC.docx
810,030 - Mainstreet Health Investments Inc acquisition of equity interests of Care .docx
811,030 - NCI Building Systems Inc acquisition of equity interests of Environmental .docx
812,030 - NN Inc and Autocam Corporation merger.docx
813,030 - Old National Bancorp and Klein Financial Inc merger.docx
814,030 - Omnicell Inc acquisition of stock of Ateb Inc and Ateb Canada Ltd.docx
815,030 - Post Holdings Inc acquisition of equity interests of Willamette Egg Farms .docx
816,030 - Roark Capital acquisition of certain assets and subsidiary equity interest.docx
817,030 - Siris Capital Group LLC acquisition of stock of Intralinks Holdings Inc.docx
818,030 - Tutor Perini Corporation and GreenStar Services Corporation merger.docx
819,030 - Westell Inc acquisition of stock of Cellular Specialties Inc.docx
820,031 - American Addiction Centers Inc acquisition of equity interests of Referral.docx
821,031 - Archer-Daniels-Midland Company acquisition of equity interests of Florida .docx
822,031 - BM Eagle Holdings LLC acquisition of certain assets of Kindred Healthcare .docx
823,031 - Century Casinos Inc acquisition of subsidiary equity interests of Eldorado.docx
824,031 - CoStar Group Inc acquisition of certain assets of Classified Ventures LLC.docx
825,031 - Delek Logistics Partners LP acquisition of certain assets of Lion Oil Comp.docx
826,031 - DuPont de Nemours Inc acquisition of certain assets and subsidiary equity .docx
827,031 - Enduring Resources IV LLC acquisition of certain assets of WPX Energy Inc.docx
828,031 - EnLink Midstream Partners LP acquisition of equity interests of TOMPC LLC.docx
829,031 - Evolent Health Inc and Valence Health Inc merger.docx
830,031 - FactSet Research Systems Inc acquisition of equity interests of Portware L.docx
831,031 - Frontier Communications Corporation acquisition of stock of The Southern N.docx
832,031 - Holly Energy Partners LP acquisition of equity interests of Cheyenne Logis.docx
833,031 - Intelsat SA acquisition of subsidiary equity interests of Gogo Inc.docx
834,031 - KBR Inc acquisition of stock of SGT Inc.docx
835,031 - Merit Medical Systems Inc and Cianna Medical Inc merger.docx
836,031 - Proto Labs Inc acquisition of equity interests of The Rapid Manufacturing .docx
837,031 - ReOil LLC acquisition of certain assets of Alta Mesa Eagle LLC.docx
838,031 - SAndP Global Inc acquisition of certain assets of TheStreet Inc.docx
839,031 - Steel Dynamics Inc acquisition of equity interests of Severstal Columbus L.docx
840,031 - SUPERVALU INC and Associated Grocers of Florida Inc merger.docx
841,031 - The Allstate Corporation and SquareTrade Holding Company Inc merger.docx
842,031 - Universal Corporation acquisition of stock of FruitSmart Inc.docx
843,031 - Veritex Holdings Inc and Liberty Bancshares Inc merger.docx
844,031 - Virtusa Corporation acquisition of certain assets of ALaS Consulting LLC.docx
845,031 - York Capital Management acquisition of equity interests of Mode Transporta.docx
846,032 - Alpha Natural Resources Inc acquisition of equity interests of Pennsylvani.docx
847,032 - ANSYS Inc and Apache Design Solutions Inc merger.docx
848,032 - Axos Clearing LLC and COR Securities Holdings Inc merger.docx
849,032 - Bank First Corporation and Tomah Bancshares Inc merger.docx
850,032 - Bank of Marin Bancorp and Bank of Napa NA merger.docx
851,032 - Bio-Techne Corporation and Advanced Cell Diagnostics Inc merger.docx
852,032 - Bowlmor AMF acquisition of equity interests of Brunswick Centres Inc Bruns.docx
853,032 - Chart Industries Inc and RCHPH Holdings Inc dba Hudson Products Corporatio.docx
854,032 - Charter Financial Corporation and CBS Financial Corporation merger.docx
855,032 - CoStar Group Inc acquisition of equity interests of STR LLC and STR Global.docx
856,032 - Evoqua Water Technologies Corp acquisition of stock of ProAct Services Cor.docx
857,032 - Flywheel Energy Operating LLC acquisition of equity interests of DeSoto Ga.docx
858,032 - General Communication Inc acquisition of certain assets and subsidiary sto.docx
859,032 - General Finance Corporation acquisition of assets of KHM Rentals LLC and L.docx
860,032 - Invitae Corporation and Singular Bio Inc merger.docx
861,032 - Lawson Products Inc acquisition of certain assets of NCH Corporation and N.docx
862,032 - Lilis Energy Inc acquisition of certain assets of OneEnergy Partners Opera.docx
863,032 - Memorial Resource Development Corp acquisition of certain assets of Rockcl.docx
864,032 - Midland States Bancorp Inc and Alpine Bancorporation Inc merger.docx
865,032 - New Ulm Telecom Inc acquisition of stock of Scott-Rice Telephone Co.docx
866,032 - Premier Inc acquisition of equity interests of Innovatix LLC and Essensa V.docx
867,032 - Salix Pharmaceuticals Ltd acquisition of stock of Oceana Therapeutics Inc.docx
868,032 - Sanchez Production Partners LP acquisition of certain assets of SEP Holdin.docx
869,032 - Upland Software Inc and Qvidian Corporation merger.docx
870,032 - Viggle Inc and Wetpaint Inc merger.docx
871,032 - VSE Corporation acquisition of stock of 1st Choice Aerospace Inc (Florida).docx
872,033 - Antero Midstream Partners LP acquisition of certain assets and subsidiary .docx
873,033 - AppFolio Inc and Dynasty Marketplace Inc merger.docx
874,033 - Berry Global Inc acquisition of stock of Clopay Plastic Products Company I.docx
875,033 - Canadian Pacific Railway Company and Railroad Acquisition Holdings LLC mer.docx
876,033 - EPIQ Systems Inc acquisition of certain assets and subsidiary stock of Cra.docx
877,033 - Hanmi Financial Corporation and Central Bancorp Inc merger.docx
878,033 - Herman Miller Inc acquisition of stock of Design Within Reach Inc.docx
879,033 - HMS Holdings Corp and HDI Holdings Inc merger.docx
880,033 - Madison Dearborn Partners acquisition of stock of Patterson Medical Holdin.docx
881,033 - Malibu Boats LLC acquisition of equity interests of Cobalt Boats LLC.docx
882,033 - Merit Medical Systems Inc and DFine Inc merger.docx
883,033 - Mid-Con Energy Partners LP acquisition of certain assets of Mid-Con Energy.docx
884,033 - MRI Software LLC acquisition of certain assets of Priority Real Estate Tec.docx
885,033 - NGK Spark Plug Co Ltd acquisition of equity interests of CAIRE Inc Chart B.docx
886,033 - Par Pacific Holdings Inc acquisition of equity interests of Eagle Island L.docx
887,033 - PBF Energy Inc acquisition of certain assets of Equilon Enterprises LLC db.docx
888,033 - Peak Resorts Inc acquisition of equity interests of Hunter Mountain Ski Bo.docx
889,033 - Q2 Software Inc and Lender Performance Group LLC merger.docx
890,033 - Quality Systems Inc and EagleDream Health Inc merger.docx
891,033 - REMAX Holdings Inc acquisition of certain assets of REMAX of KentuckyTenne.docx
892,033 - Shutterfly Inc acquisition of stock of Lifetouch Inc.docx
893,033 - South Jersey Industries Inc acquisition of certain assets of Pivotal Utili.docx
894,033 - SuccessFactors Inc and Plateau Systems Ltd merger.docx
895,033 - TerraForm Power Inc acquisition of subsidiary equity interests of Atlantic.docx
896,033 - Veeco Instruments Inc acquisition of equity interests of Solid State Equip.docx
897,033 - W R Grace And Co acquisition of certain assets and subsidiary equity inter.docx
898,034 - ACNB Bank and New Windsor State Bank merger.docx
899,034 - Aramark and AmeriPride Services Inc merger.docx
900,034 - Ashford Inc acquisition of equity interests of Remington Holdings LP.docx
901,034 - Atlas Copco AB acquisition of certain assets and subsidiary stock of Brook.docx
902,034 - Citizens And Northern Corporation and Monument Bancorp Inc merger.docx
903,034 - Computer Programs and Systems Inc and Healthland Holding Inc merger.docx
904,034 - Crestwood Midstream Partners LP and Brookfield Infrastructure Group acquis.docx
905,034 - Cryoport Inc acquisition of subsidiary equity interests and certain assets.docx
906,034 - Diplomat Pharmacy Inc and LDI Holding Company LLC merger.docx
907,034 - Exterran Partners LP acquisition of certain assets of MidCon Compression L.docx
908,034 - Genesis Energy LP acquisition of certain assets of Florida Marine Transpor.docx
909,034 - GI Partners acquisition of stock of CBR Acquisition Holdings Corp.docx
910,034 - Gores Holdings Inc and AP Hostess Holdings Inc merger.docx
911,034 - JB Hunt Transport Services Inc acquisition of certain assets and subsidiar.docx
912,034 - Lime Rock Resources III-A LP acquisition of certain assets of Fidelity Exp.docx
913,034 - MIWD Holding Company LLC acquisition of stock of Milgard Manufacturing Inc.docx
914,034 - RadNet Inc acquisition of stock of Raven Holdings US Inc.docx
915,034 - ScanSource Payments Inc acquisition of stock of POS Portal Inc.docx
916,034 - Seacoast Banking Corporation of Florida and First Bank of the Palm Beaches.docx
917,034 - Silicon Valley Technology Partners Inc acquisition of stock of Overland St.docx
918,034 - TEGNA Inc acquisition of stock of VideoIndiana Inc.docx
919,034 - Trex Commercial Products Inc acquisition of assets of Staging Concepts Acq.docx
920,034 - Twin River Management Group Inc acquisition of equity interests of Premier.docx
921,034 - UFP Technologies Inc acquisition of stock of Dielectrics Inc.docx
922,034 - USIC Locating Services LLC acquisition of equity interests of Premier Util.docx
923,034 - Westmoreland Coal Company acquisition of stock of San Juan Coal Company an.docx
924,035 - AGS LLC acquisition of stock of Cadillac Jack Inc.docx
925,035 - Alico Inc and 734 Citrus Holdings LLC merger.docx
926,035 - American Midstream Partners LP acquisition of certain assets of Penn Virgi.docx
927,035 - Aramark and Avendra LLC merger.docx
928,035 - CPI International Holding Corp acquisition of stock of ASC Signal Holdings.docx
929,035 - DKGP Energy Terminals LLC acquisition of equity interests of AMID Refined .docx
930,035 - Dr Pepper Snapple Group Inc and Bai Brands LLC merger.docx
931,035 - Enphase Energy Inc acquisition of certain assets of SunPower Corporation.docx
932,035 - Fitesa SA acquisition of subsidiary equity interests of Tredegar Corporati.docx
933,035 - Focus Financial Partners Inc and Loring Ward Holdings Inc merger.docx
934,035 - Guaranty Bancshares Inc and Westbound Bank merger.docx
935,035 - Imperial Tobacco Group PLC acquisition of certain assets of Reynolds Ameri.docx
936,035 - Innophos Holdings Inc and GenNx Novel Holding Inc merger.docx
937,035 - Lenco Mobile Inc and iLoop Mobile Inc merger.docx
938,035 - Mattress Firm Inc acquisition of equity interests of HMK Mattress Holdings.docx
939,035 - Merit Medical Systems Inc acquisition of certain assets of Becton Dickinso.docx
940,035 - New Gulf Resources LLC acquisition of certain assets of Halcn Resources C.docx
941,035 - NextEra Energy Partners LP acquisition of equity interests of Meade Pipeli.docx
942,035 - OpenMail LLC acquisition of assets of Infospace LLC.docx
943,035 - PJT Partners Inc and CamberView Partners Holdings LLC merger.docx
944,035 - Rollins Inc acquisition of stock of Clark Pest Control of Stockton Inc.docx
945,035 - Sonoco Products Company acquisition of equity interests of Thermoform Engi.docx
946,035 - Team Inc acquisition of equity interests of Qualspec Group LLC and Qualspe.docx
947,035 - TEGNA Inc acquisition of stock of WBNS TV Inc.docx
948,035 - Walgreens Boots Alliance Inc acquisition of certain assets of Rite Aid Cor.docx
949,035 - Zagg Incorporated acquisition of stock of ReminderBand Inc.docx
950,036 - ACProducts Inc acquisition of equity interests of Masco Cabinetry LLC.docx
951,036 - Alamo Group Inc acquisition of subsidiary equity interests from Specialize.docx
952,036 - Camden National Corporation and SBM Financial Inc merger.docx
953,036 - Carpenter Technology Corporation and Latrobe Specialty Metals Inc merger.docx
954,036 - Citizen Energy Operating LLC acquisition of equity interests of Blue Mount.docx
955,036 - Coronado Coal II LLC acquisition of certain assets of Cliffs Natural Resou.docx
956,036 - Dunes Point Capital LP acquisition of certain assets and subsidiary stock .docx
957,036 - EPOINT Payment Corp acquisition of equity interests of Smartpay Leasing LL.docx
958,036 - First Mid-Illinois Bancshares Inc and SCB Bancorp Inc merger.docx
959,036 - Independent Bank Group Inc and Carlile Bancshares Inc merger.docx
960,036 - Internap Corporation acquisition of equity interests of Singlehop LLC.docx
961,036 - Logitech International SA and General Workings Inc dba Streamlabs merger.docx
962,036 - McGladrey And Pullen LLP and RSM McGladrey Inc merger.docx
963,036 - MSA Safety Incorporated acquisition of equity interests of Globe Holding C.docx
964,036 - NRG Yield Inc acquisition of equity interests of NRG Wind TE Holdco LLC.docx
965,036 - Perdure Petroleum LLC acquisition of certain assets of Chaparral Energy In.docx
966,036 - PGT Inc acquisition of equity interests of WinDoor Incorporated and LTE LL.docx
967,036 - QEP Resources Inc acquisition of certain assets of JM Cox Resources LP Alp.docx
968,036 - Synchrony Financial acquisition of certain assets of PayPal Holdings Inc.docx
969,036 - TEGNA Inc and RadiOhio Incorporated merger.docx
970,036 - Tejon Ranch Co acquisition of equity interests of Tejon Mountain Village L.docx
971,036 - TerraForm Power Inc and SunEdison Inc acquisition of subsidiary equity int.docx
972,036 - Tesoro Logistics LP acquisition of certain assets and subsidiary equity in.docx
973,036 - US Physical Therapy Ltd acquisition of equity interests of ARC Physical Th.docx
974,036 - Wright Medical Group NV and Cartiva Inc merger.docx
975,036 - ZAGG Inc acquisition of equity interests of Halo2Cloud LLC.docx
976,037 - Alexion Pharmaceuticals Inc and Syntimmune Inc merger.docx
977,037 - Alkermes plc and Rodin Therapeutics Inc merger.docx
978,037 - AMAG Pharmaceuticals Inc acquisition of stock of CBR Acquisition Holdings .docx
979,037 - American Securities LLC acquisition of subsidiary stock of NN Inc.docx
980,037 - Ameris Bancorp and Hamilton State Bancshares Inc merger.docx
981,037 - Best Buy Co Inc and mindSHIFT Technologies Inc merger.docx
982,037 - BreitBurn Energy Partners LP acquisition of certain assets of CrownRock LP.docx
983,037 - Carecom Inc and Citrus Lane Inc merger.docx
984,037 - Comstock Resources Inc and Covey Park Energy LLC merger.docx
985,037 - CST Brands Inc acquisition of equity interests of Flash Foods Inc et al.docx
986,037 - Entegra Financial Corp and Chattahoochee Bank of Georgia merger.docx
987,037 - Hyland Software Inc acquisition of certain assets of Allscripts Healthcare.docx
988,037 - JB Hunt Transport Services Inc acquisition of equity interests of Special .docx
989,037 - Link Media Midwest LLC acquisition of assets of Key Outdoor Inc.docx
990,037 - LTI Flexible Products Inc dba Boyd Corporation acquisition of subsidiary s.docx
991,037 - Magellan Health Inc acquisition of equity interests of Veridicus Holdings .docx
992,037 - Medidata Solutions Inc and SHYFT Analytics Inc merger.docx
993,037 - NGL Energy Partners LP acquisition of equity interests of Hillstone Enviro.docx
994,037 - Novatel Wireless Inc and Feeney Wireless merger.docx
995,037 - Pattern Energy Group Inc acquisition of equity interests of Broadview Finc.docx
996,037 - PBF Logistics LP acquisition of equity interests of Toledo Terminaling Com.docx
997,037 - Schweitzer-Mauduit International Inc acquisition of equity interests of Ar.docx
998,037 - Select Interior Concepts Inc acquisition of stock of TAC Ceramic Tile Co.docx
999,037 - SolarWinds Inc and TriGeo Network Security Inc merger.docx
1000,037 - The Hillman Companies Inc acquisition of assets of Hargis Industries LP db.docx
1001,037 - Vecima Networks Inc acquisition of assets of Concurrent Computer Corporati.docx
1002,038 - Alico Inc acquisition of certain assets of Orange-Co LP.docx
1003,038 - Cardtronics Inc acquisition of equity interests of EDC ATM Subsidiary LLC .docx
1004,038 - Compass Diversified Holdings acquisition of stock of Rimports Inc.docx
1005,038 - CVR Energy Inc acquisition of stock of Gary-Williams Energy Corporation.docx
1006,038 - Diamond Resorts International Inc acquisition of certain assets and subsid.docx
1007,038 - DLH Holdings Corp acquisition of stock of Social And Scientific Systems In.docx
1008,038 - Emergent BioSolutions Inc acquisition of certain assets of GlaxoSmithKline.docx
1009,038 - EnerVest Ltd acquisition of equity interests of Alta Mesa Eagle LLC.docx
1010,038 - Enterprise Financial Services Corp and Seacoast Commerce Banc Holdings mer.docx
1011,038 - First Busey Corporation and The Banc Ed Corp merger.docx
1012,038 - First Financial Bankshares Inc and Commercial Bancshares Inc merger.docx
1013,038 - Greif Inc and Caraustar Industries Inc merger.docx
1014,038 - Health Insurance Innovations Inc and HealthPocket Inc merger.docx
1015,038 - Integra LifeSciences Holdings Corporation and TEI Biosciences Inc  TEI Med.docx
1016,038 - LifeLock Inc and Lemon Inc merger.docx
1017,038 - NextGen Healthcare Inc and Medfusion Inc merger.docx
1018,038 - Northwest Bancshares Inc and Donegal Financial Services Corporation merger.docx
1019,038 - Pacific Ethanol Inc and Illinois Corn Processing LLC merger.docx
1020,038 - QStar LLC acquisition of certain assets of Resolute Natural Resources Sout.docx
1021,038 - Quest Diagnostics Incorporated acquisition of equity interests of Oxford I.docx
1022,038 - Rovi Corporation and Veveo Inc merger.docx
1023,038 - Simmons First National Corporation and Hardeman County Investment Company .docx
1024,038 - TETRA Technologies Inc acquisition of equity interests of Swiftwater Energ.docx
1025,038 - Thor Industries Inc acquisition of stock of Jayco Corp.docx
1026,038 - USA Technologies Inc and Cantaloupe Systems Inc merger.docx
1027,038 - Veeva Systems Inc and Crossix Solutions Inc merger.docx
1028,039 - American Midstream Partners LP acquisition of equity interests of Centana .docx
1029,039 - American Midstream Partners LP and Blackwater Midstream Holdings LLC merge.docx
1030,039 - Bel Fuse Inc acquisition of certain assets of CUI Global Inc.docx
1031,039 - Carbonite Inc acquisition of certain assets and subsidiary stock of EMC Co.docx
1032,039 - CH Robinson Company Inc and Freightquotecom Inc merger.docx
1033,039 - Crown Castle International Corp and LTS Group Holdings LLC dba Lightower m.docx
